COVERED CALL WRITES: MARGIN

NOTE: It is possible to have zero or negative investment
      in a margin covered write.  Where that happens, the
      returns are arbitrarily set to 999%
      ALSO, it should be noted that stocks selling for
      less than $5 per share may not be marginable.

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUM:    Raw Return, if unchanged, margin
  ARIUM:   Annualized Return, if unchanged, margin
  RIEM:    Raw Return, if exercised, margin
  ARIEM:   Annualized Return, if exercised, margin
  DBEM:    Downside breakeven point, margin
  UBEM:    UPSIDE breakeven point, margin
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, margin
  AERTNM:  Annualized EXPECTED Return, margin
  Invt:    Investment for margin covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
  Mgnint:  Margin interest paid (rate = T-Bill rate + 3%)
  Debit:   Debit balance (amount borrowed from broker)
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
TDOC     20.19  Mar+ 17.5     3.40    6.4   51.6    6.4   51.6  16.85  20.71  0.17  0.03    82    77    45     1.8    14.3   8.12    22   0.04   8.77
DHR     226.75  Sep  200     40.00   12.0   17.6   12.0   17.6 184.13 237.13  0.19  0.05    82    71    42     4.4     6.4  86.82    26   2.72 100.03
SMH     175.70  Jun  160     24.05    9.5   22.1    9.5   22.1 150.37 182.52  0.14  0.04    82    71    41     3.6     8.5  71.72    33   1.38  80.03
UDOW     71.98  Jan'26 59    23.10   39.1   19.5   39.1   19.5  46.61  79.58  0.35  0.11    82    66    42    15.8     7.9  19.46    42   2.37  29.52
UDOW     71.98  Jan'26 58    23.60   36.7   18.3   36.7   18.3  46.15  79.12  0.36  0.10    82    67    42    15.2     7.6  19.46    34   2.33  29.02
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
BOX      25.38  Jun  22       4.50    7.8   18.2    7.8   18.2  20.79  26.16  0.18  0.03    82    75    44     2.1     4.9   9.95    28   0.19  11.02
SMH     175.70  May  161     21.55    7.6   22.8    7.6   22.8 153.17 181.32  0.13  0.03    82    72    42     2.8     8.3  73.72    30   1.08  80.53
SMH     175.70  Apr  162     19.35    6.2   24.0    6.2   24.0 155.62 180.37  0.11  0.03    82    73    42     2.2     8.6  75.42    28   0.83  81.03
UDOW     71.98  Jan'25 61    17.80   22.9   22.8   22.9   22.8  53.05  77.42  0.26  0.08    82    69    42     9.6     9.5  23.76    37   1.23  30.52
CURE    108.47  Aug  88      25.40    9.6   16.4    9.6   16.4  82.14 112.22  0.24  0.03    82    75    46     1.7     2.9  39.15    18   1.03  44.03
S        24.80  Jun  20       6.40   15.1   35.0   15.1   35.0  18.33  26.08  0.26  0.05    82    75    44     6.2    14.3   8.47    39   0.17  10.02
WSM     203.00  Jan'26 165   60.90   27.0   13.5   27.0   13.5 135.59 219.14  0.33  0.08    82    68    43     9.3     4.6  59.67    19   6.61  82.53
WSC      42.84  Jul  37.5     7.70   11.1   21.9   11.1   21.9  34.86  44.67  0.19  0.04    82    73    43     4.4     8.6  16.47    51   0.38  18.77
BRZE     54.42  May  45      11.90   10.1   30.2   10.1   30.2  42.32  56.45  0.22  0.04    82    76    45     3.4    10.3  20.09    46   0.30  22.52
CURE    108.47  Aug  87      26.00    8.6   14.8    8.6   14.8  81.55 111.83  0.25  0.03    82    76    46     1.3     2.2  39.04    18   1.02  43.53
UAL      38.93  Mar  34       6.00    5.1   31.3    5.1   31.3  32.92  39.74  0.15  0.02    82    77    46     0.7     4.6  16.01    20   0.11  17.02
BUD      63.61  Mar  60       4.80    2.9   18.1    2.9   18.1  58.72  64.46  0.08  0.01    82    75    44     0.7     4.1  28.89    31   0.19  30.02
COHR     45.16  Mar+ 39       7.30    4.8   39.3    4.8   39.3  37.86  46.05  0.16  0.02    82    78    46     0.7     5.5  18.43    51   0.10  19.52
DG      137.82  Mar  125     16.05    4.5   27.9    4.5   27.9 121.47 140.50  0.12  0.02    82    76    44     1.1     6.8  59.35    28   0.40  62.53
WSM     203.00  Jan'25 175   46.50   21.5   21.4   21.5   21.4 153.08 217.83  0.25  0.07    82    69    41     9.4     9.3  69.07    27   3.52  87.53
UAL      38.93  Jul  31      10.05   12.3   24.3   12.3   24.3  28.67  40.59  0.26  0.04    82    76    45     4.0     7.9  13.46    25   0.31  15.52
BSX      60.25  May  55       7.10    5.2   15.5    5.2   15.5  52.88  61.58  0.12  0.02    82    74    44     1.3     3.7  25.73    28   0.37  27.52
WOR      53.04  Jun  45      10.10    7.4   17.3    7.4   17.3  42.65  54.56  0.20  0.03    82    76    45     1.6     3.7  20.52    31   0.39  22.52
SMH     175.70  Feb+ 167.5   10.30    2.1   32.2    2.1   32.2 165.28 177.43  0.06  0.01    82    76    44     0.4     6.7  81.72    19   0.22  83.78
CUBI     51.29  May  40      13.60   10.7   31.9   10.7   31.9  37.52  53.18  0.27  0.04    82    77    46     2.9     8.8  17.77    21   0.27  20.02
BRKB    361.10  Mar+ 350     15.75    2.1   17.3    2.1   17.3 344.59 364.74  0.05  0.01    82    73    42     0.6     4.7 170.43    15   0.86 175.02
DXCM    124.46  Mar  110     17.90    5.7   35.2    5.7   35.2 106.30 127.39  0.15  0.02    82    76    45     1.4     8.6  51.63    13   0.36  55.03
ARKW     69.73  Jun  58      14.60    8.5   19.7    8.5   19.7  54.73  71.95  0.22  0.03    82    76    45     1.9     4.3  26.21    11   0.50  29.02
DXCM    124.46  Feb+ 112     15.10    4.2   40.6    4.2   40.6 109.23 126.72  0.12  0.02    82    77    45     1.1    10.2  53.43    14   0.23  56.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
UBER     63.65  Apr  55      10.75    6.5   25.4    6.5   25.4  52.72  65.32  0.17  0.03    82    76    45     1.7     6.6  25.48    23   0.28  27.52
CPNG     15.34  Aug  12.5     3.85   13.4   23.0   13.4   23.0  11.44  16.05  0.25  0.05    82    74    44     4.7     8.0   5.32    24   0.15   6.28
ARKK     46.76  May  40       8.65    8.1   24.2    8.1   24.2  37.94  48.23  0.19  0.03    82    75    45     2.2     6.6  18.18    15   0.27  20.02
DXCM    124.46  Feb+ 115     12.10    4.3   64.7    4.3   64.7 112.31 126.80  0.10  0.02    82    76    43     1.5    22.9  54.93    22   0.15  57.53
WPM      47.81  Jun  41       8.50    6.3   14.6    6.3   14.6  39.06  49.00  0.18  0.02    82    76    46     1.0     2.2  18.89    16   0.35  20.52
UBER     63.65  Feb+ 58       7.10    4.3   41.0    4.3   41.0  56.53  64.83  0.11  0.02    82    76    44     1.2    11.2  27.63    32   0.12  29.02
WIRE    211.59  Jul  170     50.40    9.1   17.9    9.1   17.9 159.57 218.53  0.25  0.03    82    76    46     1.5     3.0  76.26    21   1.72  85.03
BNO      27.70  Jul  23       6.00    8.9   17.6    8.9   17.6  21.57  28.62  0.22  0.03    82    76    45     2.1     4.2  10.28    21   0.23  11.52
WIRE    211.59  May  175     43.40    6.8   20.3    6.8   20.3 167.12 217.08  0.21  0.03    82    77    46     1.2     3.6  80.76    26   1.17  87.53
BNO      27.70  Jan'25 22     7.90   18.1   18.0   18.1   18.0  19.46  29.31  0.30  0.06    82    73    44     6.6     6.5   8.88    27   0.44  11.02
ASML    706.50  Mar+ 650     68.30    3.2   26.0    3.2   26.0 636.70 716.55  0.10  0.01    82    76    45     0.5     3.8 313.27    19   1.60 325.02
WIRE    211.59  Dec  160     65.30   16.0   17.2   16.0   17.2 143.42 222.18  0.32  0.05    82    75    45     4.7     5.0  66.36    26   2.97  80.03
DIA     373.66  Feb+ 367.5    8.25    0.9   18.9    0.9   18.9 365.17 375.26  0.02  0.00    82    75    43     0.2     4.5 181.74    25   0.34 183.77
DIA     373.66  Feb+ 367      9.45    1.2   18.1    1.2   18.1 363.83 375.82  0.03  0.01    82    73    42     0.3     4.8 180.79    28   0.48 183.52
WIX     126.10  Jan'26 90    53.10   47.2   23.6   47.2   23.6  69.49 139.34  0.45  0.11    82    70    44    20.0    10.0  28.07    29   3.61  45.03
WIX     126.10  Nov  97.5    39.30   23.4   28.1   23.4   28.1  85.28 135.03  0.32  0.07    82    73    44    10.2    12.2  38.12    27   1.62  48.78
UNH     519.15  Feb  500     24.35    1.7   20.2    1.7   20.2 494.05 523.35  0.05  0.01    82    75    44     0.3     3.7 244.88     4   0.85 250.02
CRWD    286.29  Mar+ 260     31.25    3.3   27.0    3.3   27.0 254.50 290.46  0.11  0.01    82    77    46     0.4     3.5 125.12    15   0.64 130.02
ASML    706.50  Apr  630     96.50    5.6   21.9    5.6   21.9 606.85 723.10  0.14  0.02    82    75    44     1.4     5.4 295.08    23   3.25 315.02
TDG    1027.32  Feb  965     74.00    2.1   24.7    2.1   24.7 951.781037.21  0.07  0.01    82    77    45     0.2     2.7 470.89    33   1.64 482.52
UPRO     54.26  Mar  48       7.60    4.6   28.2    4.6   28.2  46.60  55.29  0.14  0.02    82    77    45     0.8     5.2  22.73    37   0.16  24.02
UPRO     54.26  Jun  46      11.30   12.4   28.9   12.4   28.9  42.66  56.75  0.21  0.05    82    73    43     4.6    10.7  20.03    71   0.40  23.02
UPS     155.33  Feb+ 150      8.20    3.6   76.7    3.6   76.7 147.09 157.91  0.05  0.02    82    72    39     1.7    37.3  72.21    65   0.14  75.03
ASML    706.50  Jan+ 680     33.80    2.0   74.3    2.0   74.3 672.43 713.28  0.05  0.01    82    76    43     0.7    24.7 332.77    37   0.37 340.02
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
AAOI     17.29  Jan'25 7.5   11.00   34.7   34.5   34.7   34.5   6.24  18.20  0.64  0.05    82    77    48    10.8    10.7   2.62     2   0.15   3.78
UPRO     54.26  Jan'25 44    16.00   28.8   28.6   28.8   28.6  37.47  58.96  0.31  0.09    82    70    42    13.1    13.0  16.33    50   0.89  22.02
UNP     236.21  Feb+ 227.5   10.90    1.6   35.2    1.6   35.2 225.20 238.04  0.05  0.01    82    76    44     0.4     7.5 111.64    35   0.21 113.78
BMRN     93.46  Jul  80      17.30    7.9   15.7    7.9   15.7  75.45  96.34  0.19  0.03    82    74    45     1.6     3.1  36.23    26   0.81  40.03
SVXY    104.13  Feb+ 98.5     6.90    2.1   31.3    2.1   31.3  97.20 105.12  0.07  0.01    82    77    45     0.4     5.7  48.05    37   0.13  49.28
UPRO     54.26  Jan'26 43    20.40   58.4   29.2   58.4   29.2  32.24  61.53  0.41  0.13    82    66    41    27.3    13.6  12.43    62   1.72  21.52
UPRO     54.26  Jan'26 42    21.00   56.0   28.0   56.0   28.0  31.68  61.17  0.42  0.13    82    67    42    27.2    13.6  12.33    54   1.68  21.02
UNP     236.21  Jan+ 230      8.50    1.8   65.2    1.8   65.2 227.68 238.22  0.04  0.01    82    75    42     0.7    25.3 112.79    50   0.13 115.03
DHR     226.75  Mar  210     21.00    3.4   21.0    3.4   21.0 205.17 230.17  0.10  0.02    82    76    45     0.6     3.6 100.82    24   0.68 105.03
ULTA    476.01  Jun  440     62.50   11.7   27.1   11.7   27.1 409.82 498.56  0.14  0.05    82    68    39     5.2    12.2 193.59    40   3.79 220.02
ASML    706.50  Jul  610    129.10    9.6   19.0    9.6   19.0 571.32 732.77  0.19  0.04    82    73    44     3.0     5.8 272.48    27   6.18 305.02
ULTA    476.01  Feb  450     31.00    1.9   21.8    1.9   21.8 444.35 480.09  0.07  0.01    82    78    45     0.2     2.3 220.09    13   0.76 225.02
ABNB    135.02  Jul  115     28.60   14.8   29.3   14.8   29.3 105.35 142.28  0.22  0.05    82    72    42     6.1    12.1  49.00    30   1.17  57.53
ABNB    135.02  Jun  115     27.50   12.7   29.4   12.7   29.4 106.63 141.36  0.21  0.05    82    74    43     5.3    12.4  50.10    31   0.99  57.53
ASML    706.50  Sep  600    145.30   11.7   17.2   11.7   17.2 553.15 737.00  0.22  0.04    82    73    44     3.6     5.3 261.27    27   8.15 300.02
CTLT     49.42  Oct  35      17.30   15.0   19.8   15.0   19.8  31.69  51.62  0.36  0.04    82    76    46     3.0     4.0  14.69    28   0.53  17.52
ASGN     90.18  Dec  75      21.60   15.7   16.9   15.7   16.9  67.29  95.06  0.25  0.05    82    72    43     5.6     6.0  31.15    24   1.39  37.53
UDOW     71.98  Feb  67       6.20    3.0   34.8    3.0   34.8  65.77  72.94  0.09  0.01    82    77    45     0.6     7.2  32.36    20   0.11  33.53
ULTA    476.01  Sep  435     76.90   16.4   24.2   16.4   24.2 393.30 505.84  0.17  0.06    82    67    39     7.5    11.1 181.69    44   5.91 217.52
ULTA    476.01  Jan'25 430   92.30   22.2   22.1   22.2   22.1 375.16 513.50  0.21  0.08    82    65    38    10.4    10.3 168.79    48   8.65 215.02
CTLT     49.42  Jan'25 32.5  19.80   15.4   15.4   15.4   15.4  29.07  51.50  0.41  0.04    82    77    47     2.7     2.7  13.44    17   0.65  16.27
SVXY    104.13  Mar+ 97       9.00    3.2   25.7    3.2   25.7  94.99 105.61  0.09  0.01    82    76    44     0.6     5.1  46.70    44   0.24  48.53
WIX     126.10  May  105     27.10   11.1   33.1   11.1   33.1  98.40 131.25  0.22  0.04    82    75    44     4.0    12.1  46.57    24   0.70  52.53
COIN    133.88  Mar  105     34.60   11.2   69.1   11.2   69.1  99.04 139.11  0.26  0.04    82    77    45     3.9    24.2  46.86     1   0.34  52.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
WIX     126.10  Jul  100     32.70   12.5   24.7   12.5   24.7  92.49 131.54  0.27  0.04    82    76    45     4.2     8.3  43.47    21   1.01  50.03
COIN    133.88  Feb+ 110     28.70    8.8   84.9    8.8   84.9 105.05 138.32  0.22  0.03    82    77    45     3.1    29.3  50.26    10   0.23  55.03
BNTX     99.57  Apr  85      17.70    6.4   25.0    6.4   25.0  81.53 102.11  0.18  0.03    82    76    45     1.1     4.2  39.44    18   0.44  42.53
DIA     373.66  Mar+ 364     15.65    2.5   12.7    2.5   12.7 356.67 378.06  0.05  0.01    82    69    41     0.7     3.6 176.09    35   1.44 182.02
WIX     126.10  Mar  110     19.70    6.0   37.2    6.0   37.2 106.14 129.19  0.16  0.02    82    77    45     1.6    10.0  51.47    29   0.36  55.03
COIN    133.88  Apr  100     41.00   15.0   58.3   15.0   58.3  92.46 140.33  0.31  0.05    82    76    45     5.2    20.2  42.96    -2   0.52  50.03
ULTA    476.01  Mar  450     40.70    6.2   38.5    6.2   38.5 433.96 489.10  0.09  0.03    82    71    40     2.8    17.6 210.39    40   1.45 225.02
CRWD    286.29  Jun  250     54.30   14.7   34.1   14.7   34.1 229.94 302.00  0.20  0.05    82    71    41     6.7    15.7 107.07    34   2.15 125.03
DIA     373.66  Mar  364     14.45    2.0   12.1    2.0   12.1 358.13 377.12  0.04  0.01    82    71    42     0.5     2.9 177.29    35   1.18 182.02
DIA     373.66  Jun  363     22.20    4.9   11.3    4.9   11.3 348.44 381.93  0.07  0.02    82    65    39     1.6     3.6 170.04    51   3.12 181.52
RVMD     27.38  Jun  21       8.00   14.4   33.5   14.4   33.5  19.30  28.67  0.30  0.05    82    75    45     4.5    10.4   8.95    18   0.18  10.52
SNPS    509.68  Jan'26 440  143.00   37.8   18.9   37.8   18.9 349.15 565.22  0.31  0.11    82    64    40    15.4     7.7 146.76    40  17.63 220.02
CRSP     63.43  Jul  47.5    20.30   19.2   37.9   19.2   37.9  42.75  67.17  0.33  0.06    82    75    45     7.9    15.6  19.46    15   0.48  23.77
APPN     32.96  Jul  25      10.10   16.6   32.8   16.6   32.8  22.71  34.70  0.31  0.05    82    75    45     5.7    11.2  10.43    37   0.25  12.52
SNPS    509.68  Dec  440    109.40   17.4   18.7   17.4   18.7 392.21 541.08  0.23  0.06    82    70    42     7.1     7.7 180.35    34   8.17 220.02
SNPS    509.68  Jan'25 440  111.80   18.6   18.5   18.6   18.5 389.13 542.80  0.24  0.06    82    69    42     7.5     7.5 177.96    34   8.85 220.02
EAT      38.31  Jan'25 30    11.80   23.6   23.5   23.6   23.5  26.01  41.05  0.32  0.07    82    72    43     9.8     9.8  11.59    31   0.60  15.02
SSO      64.71  Jan'26 54    18.20   26.4   13.2   26.4   13.2  44.45  69.89  0.31  0.08    82    67    43     8.7     4.3  19.58    59   2.16  27.02
TECL     66.30  Jan'26 45    30.60   55.3   27.6   55.3   27.6  34.00  73.65  0.49  0.11    82    70    44    25.2    12.6  13.28    29   1.80  22.52
RRC      29.70  Jan'25 23     8.90   16.9   16.8   16.9   16.8  20.44  31.29  0.31  0.05    82    74    45     5.4     5.4   9.38    42   0.46  11.52
XLK     192.72  Jul  180     19.35    5.6   11.0    5.6   11.0 171.64 197.37  0.11  0.02    82    70    43     1.3     2.5  83.44    46   1.83  90.03
CAR     159.33  Jan'25 120   55.50   31.0   30.8   31.0   30.8 101.52 172.94  0.36  0.09    82    72    43    14.4    14.3  43.90    32   2.41  60.03
AA       27.87  Jan+ 26       2.47    3.5  127.5    3.5  127.5  25.49  28.31  0.09  0.02    82    76    44     1.2    42.8  12.48    35   0.01  13.02
SSO      64.71  Jan'25 55    14.20   14.0   13.9   14.0   13.9  49.50  67.94  0.24  0.05    82    71    43     4.4     4.4  23.08    46   1.11  27.52
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
AR       22.02  Aug  17       6.40   14.3   24.6   14.3   24.6  15.52  23.05  0.30  0.05    82    75    45     4.7     8.0   7.20    20   0.20   8.52
SNOW    188.02  Mar  170     25.35    8.5   52.8    8.5   52.8 162.22 194.65  0.14  0.04    82    74    41     4.0    24.5  77.75    32   0.55  85.03
TTD      63.76  Feb+ 57       9.05    7.7   73.9    7.7   73.9  54.69  65.78  0.14  0.03    82    75    43     3.2    31.2  26.28    61   0.12  28.52
SNDX     22.36  Jan'25 15     9.90   41.5   41.2   41.5   41.2  12.26  24.45  0.45  0.09    82    73    45    20.1    20.0   5.04    20   0.30   7.53
ARCB    116.13  Jan'26 80    47.70   28.8   14.4   28.8   14.4  65.32 124.34  0.44  0.07    82    73    46     9.4     4.7  28.50    21   3.21  40.03
AR       22.02  May  18       5.05    9.4   28.2    9.4   28.2  16.95  22.78  0.23  0.03    82    76    45     2.5     7.5   8.05    22   0.12   9.02
TTD      63.76  Mar  55      11.05    7.8   48.0    7.8   48.0  52.63  65.72  0.17  0.03    82    76    44     2.7    16.5  25.28    35   0.18  27.52
APTV     80.79  Jun  67.5    16.90    9.5   22.2    9.5   22.2  63.41  83.67  0.22  0.04    82    76    45     2.9     6.8  30.22    28   0.58  33.78
CNC      78.72  Jan'26 67.5  21.30   30.4   15.2   30.4   15.2  54.81  85.94  0.30  0.09    82    65    41    11.3     5.6  23.75    40   2.71  33.78
APTV     80.79  Jan'26 60    30.60   35.8   17.9   35.8   17.9  47.88  88.04  0.41  0.09    82    70    44    14.2     7.1  20.27    30   2.41  30.02
TTD      63.76  Jul  50      17.65   15.3   30.1   15.3   30.1  45.70  66.99  0.28  0.05    82    75    45     5.3    10.5  21.18    30   0.51  25.02
TT      245.52  Jun  220     34.70    7.1   16.4    7.1   16.4 209.03 252.66  0.15  0.03    82    74    43     2.1     4.9 100.90    28   1.89 110.03
CAR     159.33  Dec'25 115   68.60   59.1   30.7   59.1   30.7  86.40 179.02  0.46  0.12    82    68    43    27.9    14.5  33.31    32   4.43  57.53
XOM      97.69  Apr  90       9.95    3.8   14.9    3.8   14.9  87.38  99.34  0.11  0.02    82    75    45     0.6     2.3  42.82    16   0.46  45.03
SSO      64.71  Jun  57      10.10    6.7   15.5    6.7   15.5  54.22  66.46  0.16  0.03    82    75    44     1.7     3.9  26.18    67   0.49  28.52
XOM      97.69  Feb+ 94       4.60    1.5   31.3    1.5   31.3  93.10  98.36  0.05  0.01    82    77    45     0.2     5.2  46.17    26   0.09  47.03
CARR     55.85  Dec  47.5    12.20   14.1   15.2   14.1   15.2  42.87  58.67  0.23  0.05    82    71    43     4.5     4.9  19.97    39   0.88  23.77
CARR     55.85  Jan'25 47.5  12.50   15.5   15.4   15.5   15.4  42.49  58.89  0.24  0.05    82    70    43     5.0     5.0  19.67    21   0.96  23.77
CARR     55.85  Feb  52.5     4.30    2.8   33.0    2.8   33.0  51.56  56.56  0.08  0.01    82    76    44     0.6     7.5  25.37    24   0.09  26.27
DDOG    123.79  Feb+ 112     15.25    5.8   56.2    5.8   56.2 108.41 126.87  0.12  0.02    82    76    43     2.2    21.4  52.61    48   0.23  56.03
TSLA    219.91  May  175     54.50   10.6   31.7   10.6   31.7 164.34 228.18  0.25  0.04    82    76    45     2.8     8.4  77.99    26   1.17  87.53
DDOG    123.79  Mar  110     18.10    7.5   46.4    7.5   46.4 105.43 127.59  0.15  0.03    82    75    43     2.7    16.6  50.76    34   0.36  55.03
TSLA    219.91  Jun  170     60.60   12.2   28.4   12.2   28.4 157.95 228.99  0.28  0.04    82    76    46     3.3     7.7  74.39    26   1.46  85.03
TSLA    219.91  Mar  185     40.60    5.7   35.2    5.7   35.2 178.81 224.85  0.19  0.02    82    78    46     0.9     5.5  86.89    22   0.60  92.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
TECL     66.30  Jul  52      18.80   17.7   35.0   17.7   35.0  47.07  70.12  0.29  0.06    82    75    44     7.6    14.9  21.58    31   0.53  26.02
DDOG    123.79  Mar+ 111     16.35    6.0   48.9    6.0   48.9 107.27 126.93  0.13  0.03    82    76    44     2.1    17.2  52.01    41   0.27  55.53
TSM     101.67  Mar+ 93      10.45    3.1   25.4    3.1   25.4  91.09 103.07  0.10  0.01    82    77    45     0.4     3.3  44.79     9   0.23  46.53
CAR     159.33  Feb  145     19.40    6.9   81.5    6.9   81.5 139.78 164.00  0.12  0.03    82    75    42     3.1    36.0  67.50    39   0.25  72.53
XLV     139.68  Jun  134     10.20    5.1   12.0    5.1   12.0 128.43 142.90  0.08  0.02    82    67    40     1.5     3.5  62.55    50   1.15  67.03
XLK     192.72  May  182     16.35    5.0   14.9    5.0   14.9 175.25 196.98  0.09  0.02    82    71    42     1.6     4.7  85.44    42   1.22  91.03
EBAY     40.70  Mar  37.5     4.05    3.2   19.9    3.2   19.9  36.63  41.28  0.10  0.01    82    76    45     0.4     2.3  17.98    28   0.12  18.77
